

                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



            Producto:        Todos                                           Tipo de documento:  Todos 
           Desde fecha:  01/01/2014          Hasta fecha:31/12/2014          Documento:          Todos 
            LíneaTanq
            Considerando todos los conceptos
          Producto:p1010                     Descripción:Llenado s80 aire

            Fecha        Docto.      Folio Movimiento          Cl/Pv     Cantidad      Precio unitario   Precio total 
        30/Ene/2014      3037         3150entas                audre           -6.00             30.00       -180.00 
        31/Ene/2014      3038         3151entas                audre           -6.00             30.00       -180.00 
        01/Feb/2014      3039         3152entas                audre           -6.00             30.00       -180.00 
        02/Feb/2014      3040         3153entas                audre           -6.00             30.00       -180.00 
        03/Feb/2014      3041         3154entas                audre           -6.00             30.00       -180.00 
        04/Feb/2014      3042         3155entas                audre           -6.00             30.00       -180.00 

        05/Feb/2014      3043         3156entas                audre           -4.00             30.00       -120.00 
        06/Feb/2014      3044         3157entas                audre           -4.00             30.00       -120.00 
        07/Feb/2014      3045         3158entas                audre           -6.00             30.00       -180.00 
        08/Feb/2014      3047         3160entas                audre           -2.00             30.00         -60.00 
        09/Feb/2014      3048         3161entas                audre           -2.00             30.00         -60.00 
        10/Feb/2014      3049         3162entas                audre           -2.00             30.00         -60.00 
        11/Feb/2014      3050         3163entas                audre           -2.00             30.00         -60.00 
        13/Feb/2014      3051         3164entas                audre           -4.00             30.00       -120.00 
        14/Feb/2014      3052         3165entas                audre           -4.00             30.00       -120.00 
        01/Feb/2014      3053         3166entas                raul            -2.00             20.00         -40.00 
        01/Feb/2014      3054         3167entas                camil           -4.00             22.00         -88.00 
        01/Feb/2014      3057         3170entas                miche           -6.00             22.00       -132.00 
        01/Feb/2014      3059         3172entas                arian           -4.00             22.00         -88.00 

        01/Feb/2014      3061         3174entas                pepe            -6.00             17.00       -102.00 
--------------------------------------------------------------------------



                                                                     CUZEL SA DE CV 


                                                                      Resumen de movimientos



        01/Feb/2014      3062         3175entas                pdivi           -8.00             17.00       -136.00 
        01/Feb/2014      3064         3177entas                phoc          -57.00              17.00       -969.00 
        01/Feb/2014      3065         3178entas                abyss         -21.00              20.00       -420.00 
        01/Feb/2014      3066         3179entas                phan          -16.00              17.00       -272.00 
        02/Feb/2014      3069         3182entas                acuat         -26.00              22.00       -572.00 
        02/Feb/2014      3073         3186entas                klaus           -2.00             20.00         -40.00 
        02/Feb/2014      3079         3192entas                phan          -54.00              17.00       -918.00 
        02/Feb/2014      3080         3193entas                pepe          -11.00              17.00       -187.00 
        02/Feb/2014      3081         3194entas                phoc          -44.00              17.00       -748.00 
        03/Feb/2014      3082         3195entas                acuat         -43.00              22.00       -946.00 
        03/Feb/2014      3088         3201entas                klaus         -10.00              20.00       -200.00 

        03/Feb/2014      3089         3202entas                miche           -8.00             22.00       -176.00 
        03/Feb/2014      3092         3205entas                pepe          -10.00              17.00       -170.00 
        03/Feb/2014      3093         3206entas                phoc          -66.00              17.00       -1,122.00 
        04/Feb/2014      3094         3207entas                acuat         -24.00              22.00       -528.00 
        04/Feb/2014      3099         3212entas                jason           -4.00             22.00         -88.00 
        04/Feb/2014      3102         3215entas                klaus           -8.00             20.00       -160.00 
        04/Feb/2014      3103         3216entas                raul            -2.00             20.00         -40.00 
        04/Feb/2014      3105         3218entas                pepe            -9.00             17.00       -153.00 
